Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-L5-A4OH-01A	0.165340599218486	0	0	0.01872615738519	0	0.329071589540283	0.0302974857027605	0.0437220119650913	0.0504638140647007	0	0.0286581132618018	0	0.00330704080078128	0.0767430195077734	0.0772969772988598	0.0803081900702473	0	0.0900808336960451	0.00598416748797999	0	0	0	0.591	0.0142948493798714	1.09439257208161
TCGA-L5-A8NR-01A	0	0.000846872266558005	0.0114877605287924	0	0	0.27453465331692	0	0.00285674425311421	0.12751673676075	0	0.0265820678366923	0.0230425957336952	0	0.181605804886499	0.0123527097462157	0.219932883325693	0	0.0330802676110429	0	0.0531617507196428	0	0.0329991530143835	0.199	0.0773064380823595	1.0682410990336
TCGA-JY-A6FE-01A	0.000662014202806859	0	0.0874439883970746	0.077713272860065	0	0.055716911540487	0.00201426487254906	0.00856347928585367	0.0137512534210571	0	0	0.0427289004020142	0.0013339293679146	0	0.0672760804351408	0.565233740070589	0.0556184516901318	0	0	0.0142658076942713	0	0.00767790576004465	0.00700000000000001	0.277120349058431	0.987210489576073
TCGA-IG-A4P3-01A	0.0372831524588585	0.0216537496385614	0.0420680620034395	0.249797031463408	0	0.0308517400177333	0.0886182185992808	0.0655389715731545	0.0712692827449989	0	0.0236118539180854	0	0	0.0879408170199044	0.118784322305862	0.0586786341440004	0	0.0620832200204213	0.0418209440922918	0	0	0	0	0.359799295100885	0.937516922260129
TCGA-IG-A3QL-01A	0.00895453698097338	0	0.0356678304968947	0.0192510530283091	0	0.309463832187227	0	0	0.0449440061473542	0	0	0.06758316116511	0.0192135828713792	0.278064143984976	0.0138371070217729	0.0444405439037756	0.059615446848279	0.0466020063610822	0	0.0464709582584549	0	0.00589179074441187	0.274	0.0602137468179876	1.08015382194517
TCGA-Z6-A8JE-01A	0	0	0.0637915626198238	0.0241440524263186	0	0.112351310450259	0	0	0.0309285085539558	0	0	0.0395486604651308	0	0.530536624203368	0.0305647191006674	0.089105545689902	0.00106739560476402	0.0149573829459036	0.0630042379399067	0	0	0	0	0.474606836616381	0.889194001774409
TCGA-RE-A7BO-01A	0.0534257017006051	0	0	0	0	0.129669137364932	0	0	0.0525145059468045	0	0.0260913580944669	0.0132707213697576	0	0.240456136211438	0	0.158383172494277	0.0243367303386271	0.12504520323385	0	0.101460246286409	0	0.0753470869588325	0.033	0.168055757473189	1.03557082761646
TCGA-V5-AASX-11A	0.033250311363946	0	0.143587748534973	0.0928255200981072	0	0.279797630358488	0	0	0.0957735626495045	0	0	0.0910624695460146	0	0.035620461519371	0.00633910600681913	0.077200642099345	0.0424302631374552	0.0254102133285192	0.0767020713574572	0	0	0	0.261	0.0627241870727527	1.06240147389492
TCGA-XP-A8T6-01A	0.0314558567049524	0	0.32876460810648	0.0161077623246772	0	0.0712267794147888	0	0.0537604199451439	0.0158218049419097	0	0	0.0263928462550386	0.0122776523576039	0.0388096798538464	0.0660032217827875	0.110476604335869	0.139429019364843	0.00856896351575038	0.0765594925319257	0	0	0.00434528856438475	0.162	0.0882298072782721	1.02837771212834
TCGA-IG-A3YB-01A	0	0	0	0.201934947320584	0	0	0.0537538410615376	0.0245994711343912	0.14165800054108	0	0	0.0321998712897206	0.0531847459156595	0	0.117005422994688	0.178142872296337	0.0654132460309711	0.0375487441751066	0.0945588372399244	0	0	0	0.002	0.326581476703227	0.950736564484417
TCGA-VR-A8EQ-01A	0.0207408579911201	0	0	0.0421973750755141	0	0.205428382972656	0	0.0163734153612397	0.108004097897905	0	0	0.0554396376399848	0	0.257621657704205	0.00427032735250055	0.0602175415144019	0	0.0421802809910869	0	0.17980042374779	0	0.00772600175159603	0.002	0.329092639031369	0.960874033012556
TCGA-LN-A9FQ-01A	0.0620194328752604	0	0	0.00974837363968173	0	0.0615247955048873	0.0374604825097312	0.0115314614498912	0.0472766888876798	0	0	0.0123867570460927	0	0.251619852440562	0.0888184264470377	0.300778829350193	0.0284006296203045	0.0156857787092221	0.0683790647393196	0	0	0.00436942678013645	0.01	0.258344771138403	0.995865073773512
TCGA-IG-A50L-01A	0.000327656475286588	0	0.0460970703564583	0.0245720010902801	0	0.190320985217792	0.050213812630372	0	0	0	0.0249324033997137	0	0	0.285698467099419	0.0466735259672075	0.230161083995048	0.0198282333952071	0.0604748900642165	0.00689152905983687	0.00953760508533054	0	0.0042707361638321	0.011	0.238579268249807	1.00354433321547
TCGA-LN-A4A3-01A	0.162936510054819	0	0.088675118344981	0.0274746956897533	0	0.0680105463504163	0	0.0759927201534804	0.0142520412664789	0	0.0166377890137975	0.0260407874491574	0	0.156416179930471	0.0572984206707081	0.0423179258408046	0.00174022803857113	0.162151723356395	0	0.0403151162682917	0	0.0597401975718741	0.149	0.0939114453913024	1.05070541120603
