ID	RiskType	Score	Cell
TCGA-LN-A9FO-01A	High	-0.19853961640145	Activated B cell
TCGA-L5-A88Y-01A	Low	-0.249484598515325	Activated B cell
TCGA-IG-A50L-01A	High	-0.274308056341974	Activated B cell
TCGA-IG-A5B8-01A	High	-0.281611403295664	Activated B cell
TCGA-Z6-A9VB-01A	Low	-0.141990721813868	Activated B cell
TCGA-VR-A8ET-01A	High	-0.325001107920334	Activated B cell
TCGA-Z6-A8JE-01A	High	-0.257627613704529	Activated B cell
TCGA-R6-A8WC-01A	High	-0.38593742751921	Activated B cell
TCGA-L5-A88V-01A	High	-0.328009394180512	Activated B cell
TCGA-IG-A3YB-01A	Low	-0.201763155196423	Activated B cell
TCGA-L5-A8NF-01A	High	-0.31867406599858	Activated B cell
TCGA-Z6-AAPN-01A	High	-0.209065262981731	Activated B cell
TCGA-R6-A8W8-01B	High	-0.246024666479424	Activated B cell
TCGA-L5-A893-01A	Low	0.125492576954838	Activated B cell
TCGA-L5-A43C-01A	Low	-0.0342223371688298	Activated B cell
TCGA-L5-A4OO-01A	High	0.0277107416575538	Activated B cell
TCGA-Z6-A8JD-01A	Low	0.119198567066349	Activated B cell
TCGA-V5-A7RC-06A	High	-0.263165900641504	Activated B cell
TCGA-V5-A7RC-01B	High	-0.365222087838249	Activated B cell
TCGA-JY-A6FE-01A	Low	-0.230110177935743	Activated B cell
TCGA-L5-A891-01A	Low	-0.334486602305741	Activated B cell
TCGA-IG-A4QS-01A	High	-0.293216743552011	Activated B cell
TCGA-2H-A9GQ-01A	Low	-0.397186647689973	Activated B cell
TCGA-LN-A5U5-01A	High	-0.206235151334272	Activated B cell
TCGA-IG-A8O2-01A	High	-0.234590561029898	Activated B cell
TCGA-L5-A4OG-01A	Low	-0.160581052117158	Activated B cell
TCGA-L5-A4OT-01A	High	-0.168852426050263	Activated B cell
TCGA-R6-A6KZ-01A	High	-0.1767710407626	Activated B cell
TCGA-V5-A7RB-01A	High	-0.330800702213112	Activated B cell
TCGA-L5-A8NN-01A	High	-0.280598643214387	Activated B cell
TCGA-2H-A9GL-01A	High	-0.0736418034398003	Activated B cell
TCGA-KH-A6WC-01A	Low	-0.219223867650897	Activated B cell
TCGA-R6-A6XQ-01B	High	-0.366648539650103	Activated B cell
TCGA-RE-A7BO-01A	High	-0.289504926699224	Activated B cell
TCGA-L5-A4OW-01A	High	-0.23387555532565	Activated B cell
TCGA-L5-A4OP-01A	Low	-0.232411052300939	Activated B cell
TCGA-L5-A88Z-01A	High	-0.248171542158944	Activated B cell
TCGA-L5-A4OX-01A	High	-0.274236130644909	Activated B cell
TCGA-R6-A6DQ-01B	High	-0.143747887667951	Activated B cell
TCGA-2H-A9GK-01A	Low	-0.0378474486344637	Activated B cell
TCGA-IC-A6RE-01A	High	-0.0545977214005397	Activated B cell
TCGA-L5-A8NM-01A	High	-0.154435427933255	Activated B cell
TCGA-Q9-A6FW-01A	High	-0.115256842524067	Activated B cell
TCGA-R6-A6DN-01B	High	-0.289624043255877	Activated B cell
TCGA-VR-A8EW-01A	High	-0.219105688235627	Activated B cell
TCGA-L5-A8NR-01A	High	-0.306575470058812	Activated B cell
TCGA-2H-A9GN-01A	High	-0.349400139503068	Activated B cell
TCGA-V5-AASX-01A	Low	-0.190435623683347	Activated B cell
TCGA-V5-AASW-01A	High	-0.304340334653878	Activated B cell
TCGA-IG-A6QS-01A	High	-0.197189691344259	Activated B cell
TCGA-L7-A6VZ-01A	High	-0.320512753611523	Activated B cell
TCGA-LN-A7HV-01A	Low	-0.29369503320038	Activated B cell
TCGA-L7-A56G-01A	Low	-0.271910732586515	Activated B cell
TCGA-LN-A4A9-01A	Low	-0.237145697141059	Activated B cell
TCGA-LN-A7HW-01A	Low	-0.320439675477279	Activated B cell
TCGA-LN-A9FP-01A	Low	-0.153562325413245	Activated B cell
TCGA-LN-A7HY-01A	High	-0.220639892165136	Activated B cell
TCGA-IG-A97I-01A	High	-0.330764952904902	Activated B cell
TCGA-LN-A7HX-01A	High	-0.287075562625645	Activated B cell
TCGA-LN-A9FR-01A	Low	-0.256211195978753	Activated B cell
TCGA-LN-A8HZ-01A	Low	-0.268696885436285	Activated B cell
TCGA-LN-A49P-01A	High	-0.161756157259893	Activated B cell
TCGA-LN-A5U6-01A	Low	-0.314110380729302	Activated B cell
TCGA-LN-A4MQ-01A	Low	-0.360707657443735	Activated B cell
TCGA-VR-A8ER-01A	High	-0.196534452123968	Activated B cell
TCGA-LN-A49Y-01A	Low	-0.279298405564808	Activated B cell
TCGA-LN-A4A4-01A	Low	-0.354558604985183	Activated B cell
TCGA-LN-A4A1-01A	Low	-0.275488632217567	Activated B cell
TCGA-LN-A49X-01A	Low	-0.105862190840627	Activated B cell
TCGA-LN-A49M-01A	High	-0.307230942626067	Activated B cell
TCGA-R6-A8WG-01A	High	-0.246510890224348	Activated B cell
TCGA-LN-A4A3-01A	Low	-0.137970260441378	Activated B cell
TCGA-IG-A625-01A	High	-0.213988069279353	Activated B cell
TCGA-LN-A9FQ-01A	Low	-0.300905528397503	Activated B cell
TCGA-L5-A8NH-01A	High	-0.153140562809149	Activated B cell
TCGA-LN-A49S-01A	Low	-0.21694258192883	Activated B cell
TCGA-LN-A7HZ-01A	High	-0.183463306580297	Activated B cell
TCGA-LN-A8I1-01A	Low	-0.215998996725237	Activated B cell
TCGA-L5-A8NL-01A	High	-0.262108134823205	Activated B cell
TCGA-LN-A49W-01A	High	-0.0403543660661319	Activated B cell
TCGA-LN-A8I0-01A	Low	-0.323533579826135	Activated B cell
TCGA-LN-A49O-01A	High	-0.181081819699366	Activated B cell
TCGA-L5-A8NS-01A	High	-0.232856523975644	Activated B cell
TCGA-L5-A8NI-01A	High	-0.30140154015857	Activated B cell
TCGA-L5-A8NK-01A	Low	-0.251908521175502	Activated B cell
TCGA-2H-A9GM-01A	High	-0.303926542359305	Activated B cell
TCGA-2H-A9GI-01A	Low	-0.170665997000552	Activated B cell
TCGA-XP-A8T8-01A	Low	-0.296520567121425	Activated B cell
TCGA-IG-A97H-01A	Low	-0.259140757293805	Activated B cell
TCGA-IG-A7DP-01A	Low	0.273484822049952	Activated B cell
TCGA-LN-A49U-01A	Low	-0.272565071549715	Activated B cell
TCGA-V5-AASV-01A	Low	-0.211595898857793	Activated B cell
TCGA-L5-A88S-01A	High	-0.233938805924565	Activated B cell
TCGA-LN-A4A8-01A	Low	-0.163908112535001	Activated B cell
TCGA-IC-A6RF-01A	Low	0.0372945249795062	Activated B cell
TCGA-R6-A8W5-01B	High	-0.164295216334723	Activated B cell
TCGA-VR-AA7I-01A	Low	-0.230855697633174	Activated B cell
TCGA-2H-A9GO-01A	High	-0.323788004458556	Activated B cell
TCGA-R6-A6L4-01A	High	-0.36472712032112	Activated B cell
TCGA-V5-A7RE-01A	High	-0.321618554909874	Activated B cell
TCGA-L5-A8NJ-01A	High	-0.225238698746815	Activated B cell
TCGA-IG-A51D-01A	Low	-0.161885102656773	Activated B cell
TCGA-VR-AA4G-01A	High	-0.240518856544966	Activated B cell
TCGA-VR-A8EZ-01A	High	-0.253190493737094	Activated B cell
TCGA-VR-A8EU-01A	High	-0.222177601765521	Activated B cell
TCGA-L5-A4ON-01A	High	-0.370078488810237	Activated B cell
TCGA-IG-A4P3-01A	Low	0.0307210270013415	Activated B cell
TCGA-ZR-A9CJ-01B	High	-0.308822650379609	Activated B cell
TCGA-L5-A4OI-01A	High	-0.243470802859863	Activated B cell
TCGA-S8-A6BV-01A	High	-0.270342207882749	Activated B cell
TCGA-2H-A9GG-01A	Low	-0.191908164355715	Activated B cell
TCGA-IG-A3YC-01A	Low	-0.103118141049032	Activated B cell
TCGA-S8-A6BW-01A	High	-0.295715775439056	Activated B cell
TCGA-IG-A3YA-01A	Low	0.0110581192822442	Activated B cell
TCGA-L5-A4OJ-01A	Low	-0.12448786702192	Activated B cell
TCGA-L5-A8NQ-01A	Low	-0.127246246218774	Activated B cell
TCGA-JY-A939-01A	Low	0.0897582138805009	Activated B cell
TCGA-LN-A4A5-01A	Low	-0.195498274191136	Activated B cell
TCGA-L5-A88T-01A	Low	-0.15768106494452	Activated B cell
TCGA-VR-A8EQ-01A	High	-0.251917820224507	Activated B cell
TCGA-JY-A93C-01A	High	-0.219861253233475	Activated B cell
TCGA-IG-A5S3-01A	Low	-0.177902167040332	Activated B cell
TCGA-L5-A4OE-01A	High	-0.168819885064375	Activated B cell
TCGA-JY-A93F-01A	Low	-0.356097825319685	Activated B cell
TCGA-XP-A8T6-01A	High	-0.202173657697964	Activated B cell
TCGA-L5-A88W-01A	Low	-0.274537787481125	Activated B cell
TCGA-JY-A93E-01A	High	0.024140779239557	Activated B cell
TCGA-LN-A5U7-01A	Low	-0.253452190101757	Activated B cell
TCGA-2H-A9GF-01A	High	-0.334427402808188	Activated B cell
TCGA-VR-A8EO-01A	Low	-0.185995285407844	Activated B cell
TCGA-VR-A8EP-01A	High	-0.301156090303336	Activated B cell
TCGA-L5-A8NT-01A	High	-0.119784587262217	Activated B cell
TCGA-VR-A8EX-01A	Low	0.0665103522425846	Activated B cell
TCGA-L5-A4OU-01A	High	-0.023323420863517	Activated B cell
TCGA-L5-A43E-01A	Low	-0.173297369657152	Activated B cell
TCGA-2H-A9GH-01A	High	-0.280979479349864	Activated B cell
TCGA-JY-A93D-01A	Low	0.0973767800325089	Activated B cell
TCGA-2H-A9GR-01A	Low	-0.0266502510704368	Activated B cell
TCGA-L5-A4OH-01A	High	-0.286598233512947	Activated B cell
TCGA-M9-A5M8-01A	Low	-0.156143380910842	Activated B cell
TCGA-IG-A3I8-01A	Low	-0.340300206409133	Activated B cell
TCGA-VR-A8EY-01A	Low	-0.227401704466068	Activated B cell
TCGA-JY-A938-01A	Low	-0.0255251539985394	Activated B cell
TCGA-IG-A3QL-01A	Low	-0.246161471665504	Activated B cell
TCGA-L5-A8NG-01A	Low	-0.0439837348021588	Activated B cell
TCGA-R6-A6XG-01B	Low	-0.32701638404552	Activated B cell
TCGA-JY-A6FG-01A	Low	-0.345066505374573	Activated B cell
TCGA-L5-A4OS-01A	Low	-0.089159099892829	Activated B cell
TCGA-JY-A6FA-01A	High	-0.309219745885181	Activated B cell
TCGA-L5-A8NW-01A	Low	-0.250402335488982	Activated B cell
TCGA-VR-AA4D-01A	High	-0.287444155245473	Activated B cell
TCGA-JY-A6FH-01A	Low	-0.366906800303591	Activated B cell
TCGA-L5-A4OM-01A	Low	-0.261759733356103	Activated B cell
TCGA-VR-A8Q7-01A	Low	-0.241965262815261	Activated B cell
TCGA-L5-A8NV-01A	High	0.0096397860278201	Activated B cell
TCGA-R6-A6Y0-01B	Low	-0.298427998755927	Activated B cell
TCGA-L5-A8NE-01A	Low	-0.280712364699671	Activated B cell
TCGA-2H-A9GJ-01A	Low	-0.294537667839241	Activated B cell
TCGA-JY-A6FB-01A	Low	-0.34829754670629	Activated B cell
TCGA-JY-A6FD-01A	Low	-0.218639176186323	Activated B cell
TCGA-L5-A8NU-01A	Low	0.219179891347492	Activated B cell
TCGA-LN-A9FO-01A	High	0.418955655793688	Activated CD4 T cell
TCGA-L5-A88Y-01A	Low	0.17498792582197	Activated CD4 T cell
TCGA-IG-A50L-01A	High	0.226139632577088	Activated CD4 T cell
TCGA-IG-A5B8-01A	High	0.176880591408755	Activated CD4 T cell
TCGA-Z6-A9VB-01A	Low	0.195044234498875	Activated CD4 T cell
TCGA-VR-A8ET-01A	High	0.14961987493924	Activated CD4 T cell
TCGA-Z6-A8JE-01A	High	0.196695169853069	Activated CD4 T cell
TCGA-R6-A8WC-01A	High	0.159923426541991	Activated CD4 T cell
TCGA-L5-A88V-01A	High	0.174416708303942	Activated CD4 T cell
TCGA-IG-A3YB-01A	Low	0.0904529334722369	Activated CD4 T cell
TCGA-L5-A8NF-01A	High	0.150892262526174	Activated CD4 T cell
TCGA-Z6-AAPN-01A	High	0.331655093752499	Activated CD4 T cell
TCGA-R6-A8W8-01B	High	0.209146321951189	Activated CD4 T cell
TCGA-L5-A893-01A	Low	0.305297633750447	Activated CD4 T cell
TCGA-L5-A43C-01A	Low	0.330908441720834	Activated CD4 T cell
TCGA-L5-A4OO-01A	High	0.247458915559706	Activated CD4 T cell
TCGA-Z6-A8JD-01A	Low	0.313223741321638	Activated CD4 T cell
TCGA-V5-A7RC-06A	High	0.111402196556941	Activated CD4 T cell
TCGA-V5-A7RC-01B	High	0.112092279688044	Activated CD4 T cell
TCGA-JY-A6FE-01A	Low	0.223744137436776	Activated CD4 T cell
TCGA-L5-A891-01A	Low	0.209448000424057	Activated CD4 T cell
TCGA-IG-A4QS-01A	High	0.25806961646897	Activated CD4 T cell
TCGA-2H-A9GQ-01A	Low	0.121874724322001	Activated CD4 T cell
TCGA-LN-A5U5-01A	High	0.299224485497926	Activated CD4 T cell
TCGA-IG-A8O2-01A	High	0.157627331740704	Activated CD4 T cell
TCGA-L5-A4OG-01A	Low	0.33823225137927	Activated CD4 T cell
TCGA-L5-A4OT-01A	High	0.339736732814741	Activated CD4 T cell
TCGA-R6-A6KZ-01A	High	0.217788524646144	Activated CD4 T cell
TCGA-V5-A7RB-01A	High	0.18593200285987	Activated CD4 T cell
TCGA-L5-A8NN-01A	High	0.270050611772054	Activated CD4 T cell
TCGA-2H-A9GL-01A	High	0.344603224752818	Activated CD4 T cell
TCGA-KH-A6WC-01A	Low	0.0595415897650095	Activated CD4 T cell
TCGA-R6-A6XQ-01B	High	0.16407042149141	Activated CD4 T cell
TCGA-RE-A7BO-01A	High	0.237961841871966	Activated CD4 T cell
TCGA-L5-A4OW-01A	High	0.297390978328908	Activated CD4 T cell
TCGA-L5-A4OP-01A	Low	0.191867167412458	Activated CD4 T cell
TCGA-L5-A88Z-01A	High	0.105076741013827	Activated CD4 T cell
TCGA-L5-A4OX-01A	High	0.335626829099798	Activated CD4 T cell
TCGA-R6-A6DQ-01B	High	0.379170832587819	Activated CD4 T cell
TCGA-2H-A9GK-01A	Low	0.309760610806976	Activated CD4 T cell
TCGA-IC-A6RE-01A	High	0.250015197805781	Activated CD4 T cell
TCGA-L5-A8NM-01A	High	0.358507662235203	Activated CD4 T cell
TCGA-Q9-A6FW-01A	High	0.19091778881173	Activated CD4 T cell
TCGA-R6-A6DN-01B	High	0.312876064021808	Activated CD4 T cell
TCGA-VR-A8EW-01A	High	0.19260507289095	Activated CD4 T cell
TCGA-L5-A8NR-01A	High	0.160867866806234	Activated CD4 T cell
TCGA-2H-A9GN-01A	High	0.307488338815995	Activated CD4 T cell
TCGA-V5-AASX-01A	Low	0.253069751098054	Activated CD4 T cell
TCGA-V5-AASW-01A	High	0.244819878232957	Activated CD4 T cell
TCGA-IG-A6QS-01A	High	0.320495522757684	Activated CD4 T cell
TCGA-L7-A6VZ-01A	High	0.227460081660559	Activated CD4 T cell
TCGA-LN-A7HV-01A	Low	0.19551364508064	Activated CD4 T cell
TCGA-L7-A56G-01A	Low	0.178801703702226	Activated CD4 T cell
TCGA-LN-A4A9-01A	Low	0.240989873718339	Activated CD4 T cell
TCGA-LN-A7HW-01A	Low	0.115084181069938	Activated CD4 T cell
TCGA-LN-A9FP-01A	Low	0.133207004636649	Activated CD4 T cell
TCGA-LN-A7HY-01A	High	0.146512490130716	Activated CD4 T cell
TCGA-IG-A97I-01A	High	0.176198002754825	Activated CD4 T cell
TCGA-LN-A7HX-01A	High	0.184383155478108	Activated CD4 T cell
TCGA-LN-A9FR-01A	Low	0.200774835052981	Activated CD4 T cell
TCGA-LN-A8HZ-01A	Low	0.196655272492474	Activated CD4 T cell
TCGA-LN-A49P-01A	High	0.357176935155485	Activated CD4 T cell
TCGA-LN-A5U6-01A	Low	0.215194911523629	Activated CD4 T cell
TCGA-LN-A4MQ-01A	Low	0.134793746630649	Activated CD4 T cell
TCGA-VR-A8ER-01A	High	0.231985147913783	Activated CD4 T cell
TCGA-LN-A49Y-01A	Low	0.136788372046456	Activated CD4 T cell
TCGA-LN-A4A4-01A	Low	0.0827032933926663	Activated CD4 T cell
TCGA-LN-A4A1-01A	Low	0.102771030297913	Activated CD4 T cell
TCGA-LN-A49X-01A	Low	0.249555297159121	Activated CD4 T cell
TCGA-LN-A49M-01A	High	0.18687769187	Activated CD4 T cell
TCGA-R6-A8WG-01A	High	0.257447283544575	Activated CD4 T cell
TCGA-LN-A4A3-01A	Low	0.222873380014951	Activated CD4 T cell
TCGA-IG-A625-01A	High	0.179899574670479	Activated CD4 T cell
TCGA-LN-A9FQ-01A	Low	0.159767649866514	Activated CD4 T cell
TCGA-L5-A8NH-01A	High	0.318407766857394	Activated CD4 T cell
TCGA-LN-A49S-01A	Low	0.240254810747798	Activated CD4 T cell
TCGA-LN-A7HZ-01A	High	0.319768995336878	Activated CD4 T cell
TCGA-LN-A8I1-01A	Low	0.294145644053305	Activated CD4 T cell
TCGA-L5-A8NL-01A	High	0.232394384544775	Activated CD4 T cell
TCGA-LN-A49W-01A	High	0.344432491293072	Activated CD4 T cell
TCGA-LN-A8I0-01A	Low	0.162283378784962	Activated CD4 T cell
TCGA-LN-A49O-01A	High	0.357130022292062	Activated CD4 T cell
TCGA-L5-A8NS-01A	High	0.238840189823086	Activated CD4 T cell
TCGA-L5-A8NI-01A	High	0.248037797776054	Activated CD4 T cell
TCGA-L5-A8NK-01A	Low	0.177537430844199	Activated CD4 T cell
TCGA-2H-A9GM-01A	High	0.196772384203759	Activated CD4 T cell
TCGA-2H-A9GI-01A	Low	0.224831606296493	Activated CD4 T cell
TCGA-XP-A8T8-01A	Low	0.250812465263451	Activated CD4 T cell
TCGA-IG-A97H-01A	Low	0.259898753403633	Activated CD4 T cell
TCGA-IG-A7DP-01A	Low	0.429972613309659	Activated CD4 T cell
TCGA-LN-A49U-01A	Low	0.141307441936465	Activated CD4 T cell
TCGA-V5-AASV-01A	Low	0.253672283590803	Activated CD4 T cell
TCGA-L5-A88S-01A	High	0.103158192222971	Activated CD4 T cell
TCGA-LN-A4A8-01A	Low	0.330785574013883	Activated CD4 T cell
TCGA-IC-A6RF-01A	Low	0.210275239597566	Activated CD4 T cell
TCGA-R6-A8W5-01B	High	0.282046492627354	Activated CD4 T cell
TCGA-VR-AA7I-01A	Low	0.282488849578869	Activated CD4 T cell
TCGA-2H-A9GO-01A	High	0.229492688897779	Activated CD4 T cell
TCGA-R6-A6L4-01A	High	0.124803288220916	Activated CD4 T cell
TCGA-V5-A7RE-01A	High	0.241364188771082	Activated CD4 T cell
TCGA-L5-A8NJ-01A	High	0.196885383510173	Activated CD4 T cell
TCGA-IG-A51D-01A	Low	0.299759497990193	Activated CD4 T cell
TCGA-VR-AA4G-01A	High	0.308091765796921	Activated CD4 T cell
TCGA-VR-A8EZ-01A	High	0.251671925622459	Activated CD4 T cell
TCGA-VR-A8EU-01A	High	0.266297749839474	Activated CD4 T cell
TCGA-L5-A4ON-01A	High	0.183531276545228	Activated CD4 T cell
TCGA-IG-A4P3-01A	Low	0.395719012556685	Activated CD4 T cell
TCGA-ZR-A9CJ-01B	High	0.335560212369787	Activated CD4 T cell
TCGA-L5-A4OI-01A	High	0.153645054163938	Activated CD4 T cell
TCGA-S8-A6BV-01A	High	0.118229516862113	Activated CD4 T cell
TCGA-2H-A9GG-01A	Low	0.164558294477325	Activated CD4 T cell
TCGA-IG-A3YC-01A	Low	0.272927211387367	Activated CD4 T cell
TCGA-S8-A6BW-01A	High	0.149526312509394	Activated CD4 T cell
TCGA-IG-A3YA-01A	Low	0.366783846854693	Activated CD4 T cell
TCGA-L5-A4OJ-01A	Low	0.249834745217282	Activated CD4 T cell
TCGA-L5-A8NQ-01A	Low	0.177258275566341	Activated CD4 T cell
TCGA-JY-A939-01A	Low	0.285137755476125	Activated CD4 T cell
TCGA-LN-A4A5-01A	Low	0.242549701170736	Activated CD4 T cell
TCGA-L5-A88T-01A	Low	0.0776539678184194	Activated CD4 T cell
TCGA-VR-A8EQ-01A	High	0.247061386362218	Activated CD4 T cell
TCGA-JY-A93C-01A	High	0.188514719364829	Activated CD4 T cell
TCGA-IG-A5S3-01A	Low	0.206895518425976	Activated CD4 T cell
TCGA-L5-A4OE-01A	High	0.339112354234079	Activated CD4 T cell
TCGA-JY-A93F-01A	Low	0.227382191950708	Activated CD4 T cell
TCGA-XP-A8T6-01A	High	0.159044471044197	Activated CD4 T cell
TCGA-L5-A88W-01A	Low	0.174327776906707	Activated CD4 T cell
TCGA-JY-A93E-01A	High	0.279757103525713	Activated CD4 T cell
TCGA-LN-A5U7-01A	Low	0.275477701084017	Activated CD4 T cell
TCGA-2H-A9GF-01A	High	0.119655291153475	Activated CD4 T cell
TCGA-VR-A8EO-01A	Low	0.250142539882088	Activated CD4 T cell
TCGA-VR-A8EP-01A	High	0.210205573860152	Activated CD4 T cell
TCGA-L5-A8NT-01A	High	0.223616029745005	Activated CD4 T cell
TCGA-VR-A8EX-01A	Low	0.206818184862018	Activated CD4 T cell
TCGA-L5-A4OU-01A	High	0.374992704575444	Activated CD4 T cell
TCGA-L5-A43E-01A	Low	0.192387454471231	Activated CD4 T cell
TCGA-2H-A9GH-01A	High	0.265311412007035	Activated CD4 T cell
TCGA-JY-A93D-01A	Low	0.311074424799395	Activated CD4 T cell
TCGA-2H-A9GR-01A	Low	0.207604968119375	Activated CD4 T cell
TCGA-L5-A4OH-01A	High	0.206167588921995	Activated CD4 T cell
TCGA-M9-A5M8-01A	Low	0.255107415500029	Activated CD4 T cell
TCGA-IG-A3I8-01A	Low	0.120613719708232	Activated CD4 T cell
TCGA-VR-A8EY-01A	Low	0.178161533647537	Activated CD4 T cell
TCGA-JY-A938-01A	Low	0.373855328664118	Activated CD4 T cell
TCGA-IG-A3QL-01A	Low	0.140987898322595	Activated CD4 T cell
TCGA-L5-A8NG-01A	Low	0.254677791493081	Activated CD4 T cell
TCGA-R6-A6XG-01B	Low	0.171808942186751	Activated CD4 T cell
TCGA-JY-A6FG-01A	Low	0.0785786082152858	Activated CD4 T cell
TCGA-L5-A4OS-01A	Low	0.392702509485567	Activated CD4 T cell
TCGA-JY-A6FA-01A	High	0.152771585517442	Activated CD4 T cell
TCGA-L5-A8NW-01A	Low	0.203361932372881	Activated CD4 T cell
TCGA-VR-AA4D-01A	High	0.247622233308064	Activated CD4 T cell
TCGA-JY-A6FH-01A	Low	0.119681645538077	Activated CD4 T cell
TCGA-L5-A4OM-01A	Low	0.222363813291772	Activated CD4 T cell
TCGA-VR-A8Q7-01A	Low	0.282337967815065	Activated CD4 T cell
TCGA-L5-A8NV-01A	High	0.260561261702166	Activated CD4 T cell
TCGA-R6-A6Y0-01B	Low	0.138918701409567	Activated CD4 T cell
TCGA-L5-A8NE-01A	Low	0.19224432785878	Activated CD4 T cell
TCGA-2H-A9GJ-01A	Low	0.176027368587191	Activated CD4 T cell
TCGA-JY-A6FB-01A	Low	0.208114549520277	Activated CD4 T cell
TCGA-JY-A6FD-01A	Low	0.289632157823372	Activated CD4 T cell
TCGA-L5-A8NU-01A	Low	0.299120108846905	Activated CD4 T cell
TCGA-LN-A9FO-01A	High	0.397502284998393	Activated CD8 T cell
TCGA-L5-A88Y-01A	Low	0.25800662307501	Activated CD8 T cell
TCGA-IG-A50L-01A	High	0.135583403217708	Activated CD8 T cell
TCGA-IG-A5B8-01A	High	0.191110863012415	Activated CD8 T cell
TCGA-Z6-A9VB-01A	Low	0.150676126710313	Activated CD8 T cell
TCGA-VR-A8ET-01A	High	0.100045986072453	Activated CD8 T cell
TCGA-Z6-A8JE-01A	High	0.113864066715121	Activated CD8 T cell
TCGA-R6-A8WC-01A	High	0.0856103160079035	Activated CD8 T cell
TCGA-L5-A88V-01A	High	0.102609835614543	Activated CD8 T cell
TCGA-IG-A3YB-01A	Low	0.238886034465166	Activated CD8 T cell
TCGA-L5-A8NF-01A	High	0.0753842737376006	Activated CD8 T cell
TCGA-Z6-AAPN-01A	High	0.321268683352266	Activated CD8 T cell
TCGA-R6-A8W8-01B	High	0.230632613377095	Activated CD8 T cell
TCGA-L5-A893-01A	Low	0.2789896557861	Activated CD8 T cell
TCGA-L5-A43C-01A	Low	0.266393163926193	Activated CD8 T cell
TCGA-L5-A4OO-01A	High	0.333320201580565	Activated CD8 T cell
TCGA-Z6-A8JD-01A	Low	0.20235427138474	Activated CD8 T cell
TCGA-V5-A7RC-06A	High	0.184885073733376	Activated CD8 T cell
TCGA-V5-A7RC-01B	High	0.124438942895784	Activated CD8 T cell
TCGA-JY-A6FE-01A	Low	0.262583918834582	Activated CD8 T cell
TCGA-L5-A891-01A	Low	0.131463389156002	Activated CD8 T cell
TCGA-IG-A4QS-01A	High	0.272794352738001	Activated CD8 T cell
TCGA-2H-A9GQ-01A	Low	0.0561117432627746	Activated CD8 T cell
TCGA-LN-A5U5-01A	High	0.205127546053127	Activated CD8 T cell
TCGA-IG-A8O2-01A	High	0.317491859036899	Activated CD8 T cell
TCGA-L5-A4OG-01A	Low	0.282057969890158	Activated CD8 T cell
TCGA-L5-A4OT-01A	High	0.208401643934137	Activated CD8 T cell
TCGA-R6-A6KZ-01A	High	0.206848105878093	Activated CD8 T cell
TCGA-V5-A7RB-01A	High	0.141479381375117	Activated CD8 T cell
TCGA-L5-A8NN-01A	High	0.186507314520266	Activated CD8 T cell
TCGA-2H-A9GL-01A	High	0.231118812625885	Activated CD8 T cell
TCGA-KH-A6WC-01A	Low	0.154815893329084	Activated CD8 T cell
TCGA-R6-A6XQ-01B	High	0.0858879007144615	Activated CD8 T cell
TCGA-RE-A7BO-01A	High	0.209601396262818	Activated CD8 T cell
TCGA-L5-A4OW-01A	High	0.217847432441404	Activated CD8 T cell
TCGA-L5-A4OP-01A	Low	0.226769558927436	Activated CD8 T cell
TCGA-L5-A88Z-01A	High	0.122838623600893	Activated CD8 T cell
TCGA-L5-A4OX-01A	High	0.220384320706393	Activated CD8 T cell
TCGA-R6-A6DQ-01B	High	0.268266610540468	Activated CD8 T cell
TCGA-2H-A9GK-01A	Low	0.30642413655451	Activated CD8 T cell
TCGA-IC-A6RE-01A	High	0.245939508904518	Activated CD8 T cell
TCGA-L5-A8NM-01A	High	0.321784235905864	Activated CD8 T cell
TCGA-Q9-A6FW-01A	High	0.219389832269824	Activated CD8 T cell
TCGA-R6-A6DN-01B	High	0.239033219062485	Activated CD8 T cell
TCGA-VR-A8EW-01A	High	0.11285310836241	Activated CD8 T cell
TCGA-L5-A8NR-01A	High	0.103322408354196	Activated CD8 T cell
TCGA-2H-A9GN-01A	High	0.108738839614391	Activated CD8 T cell
TCGA-V5-AASX-01A	Low	0.323631703566727	Activated CD8 T cell
TCGA-V5-AASW-01A	High	0.133292739007699	Activated CD8 T cell
TCGA-IG-A6QS-01A	High	0.34676147839423	Activated CD8 T cell
TCGA-L7-A6VZ-01A	High	0.160221975920163	Activated CD8 T cell
TCGA-LN-A7HV-01A	Low	0.17672589753746	Activated CD8 T cell
TCGA-L7-A56G-01A	Low	0.174982388961696	Activated CD8 T cell
TCGA-LN-A4A9-01A	Low	0.318398685950336	Activated CD8 T cell
TCGA-LN-A7HW-01A	Low	0.0627127370042171	Activated CD8 T cell
TCGA-LN-A9FP-01A	Low	0.124355584145617	Activated CD8 T cell
TCGA-LN-A7HY-01A	High	0.251652581897095	Activated CD8 T cell
TCGA-IG-A97I-01A	High	0.165152039144362	Activated CD8 T cell
TCGA-LN-A7HX-01A	High	0.15005624057031	Activated CD8 T cell
TCGA-LN-A9FR-01A	Low	0.124031503028419	Activated CD8 T cell
TCGA-LN-A8HZ-01A	Low	0.0983416839331547	Activated CD8 T cell
TCGA-LN-A49P-01A	High	0.397767913835979	Activated CD8 T cell
TCGA-LN-A5U6-01A	Low	0.159145029436316	Activated CD8 T cell
TCGA-LN-A4MQ-01A	Low	0.0068392361306348	Activated CD8 T cell
